Champion_Season,Following_Season,Champion,3PA_ChampValue,3PA_CurrentAvg,3PA_NextAvg,3PA_CurrentDist,3PA_NextDist,3PA_MovedToward,3PA_Change,Pace_ChampValue,Pace_CurrentAvg,Pace_NextAvg,Pace_CurrentDist,Pace_NextDist,Pace_MovedToward,Pace_Change,ORtg_ChampValue,ORtg_CurrentAvg,ORtg_NextAvg,ORtg_CurrentDist,ORtg_NextDist,ORtg_MovedToward,ORtg_Change,DRtg_ChampValue,DRtg_CurrentAvg,DRtg_NextAvg,DRtg_CurrentDist,DRtg_NextDist,DRtg_MovedToward,DRtg_Change,eFG%_ChampValue,eFG%_CurrentAvg,eFG%_NextAvg,eFG%_CurrentDist,eFG%_NextDist,eFG%_MovedToward,eFG%_Change,TS%_ChampValue,TS%_CurrentAvg,TS%_NextAvg,TS%_CurrentDist,TS%_NextDist,TS%_MovedToward,TS%_Change
2006-07,2007-08,San Antonio Spurs,19.0,16.939999999999998,18.10666666666667,2.0600000000000023,0.8933333333333309,True,1.1666666666666714,90.22,92.931,93.48499999999997,2.7109999999999985,3.264999999999972,False,0.5539999999999736,108.6,105.27666666666664,106.19666666666666,3.323333333333352,2.403333333333336,True,0.9200000000000159,99.4,105.26333333333334,106.19000000000001,5.86333333333333,6.790000000000006,False,0.9266666666666765,0.521,0.4961666666666667,0.4974,0.02483333333333332,0.02360000000000001,True,0.0012333333333333085,0.561,0.5414333333333334,0.5402333333333332,0.01956666666666662,0.020766666666666822,False,-0.001200000000000201
2007-08,2008-09,Boston Celtics,19.1,18.10666666666667,18.133333333333333,0.9933333333333323,0.9666666666666686,True,0.02666666666666373,91.88,93.48499999999997,92.75733333333334,1.6049999999999756,0.8773333333333397,True,-0.7276666666666358,108.8,106.19666666666666,106.98333333333333,2.603333333333339,1.8166666666666629,True,0.786666666666676,98.1,106.19000000000001,106.94000000000001,8.090000000000018,8.840000000000018,False,0.75,0.522,0.4974,0.49983333333333324,0.02460000000000001,0.02216666666666678,True,0.002433333333333232,0.569,0.5402333333333332,0.5444,0.028766666666666718,0.024599999999999955,True,0.004166666666666763
2008-09,2009-10,Los Angeles Lakers,18.5,18.133333333333333,18.136666666666663,0.36666666666666714,0.36333333333333684,True,0.0033333333333303017,95.49,92.75733333333334,93.59899999999999,2.7326666666666597,1.8910000000000053,True,0.8416666666666544,111.4,106.98333333333333,106.58333333333331,4.416666666666671,4.816666666666691,False,-0.4000000000000199,103.5,106.94000000000001,106.55333333333333,3.440000000000012,3.0533333333333275,True,-0.3866666666666845,0.513,0.49983333333333324,0.5009333333333333,0.013166666666666771,0.01206666666666667,True,0.001100000000000101,0.555,0.5444,0.5429666666666667,0.010600000000000054,0.01203333333333334,False,-0.0014333333333332865
2009-10,2011-12,Los Angeles Lakers,19.0,18.136666666666663,18.386666666666663,0.8633333333333368,0.6133333333333368,True,0.25,93.73,93.59899999999999,92.24933333333334,0.13100000000001444,1.4806666666666644,False,-1.34966666666665,107.6,106.58333333333331,103.49666666666667,1.01666666666668,4.103333333333325,False,-3.0866666666666447,102.7,106.55333333333333,103.49333333333334,3.8533333333333246,0.7933333333333366,True,-3.059999999999988,0.496,0.5009333333333333,0.48729999999999996,0.004933333333333345,0.008700000000000041,False,-0.013633333333333386,0.538,0.5429666666666667,0.5270333333333334,0.004966666666666675,0.01096666666666668,False,-0.015933333333333355
2011-12,2012-13,Miami Heat,15.6,18.386666666666663,19.96666666666666,2.7866666666666635,4.366666666666662,False,1.5799999999999983,92.07,92.24933333333334,92.94400000000002,0.17933333333334645,0.8740000000000236,False,0.6946666666666772,105.6,103.49666666666667,104.76000000000002,2.1033333333333246,0.839999999999975,True,1.2633333333333496,99.2,103.49333333333334,104.76666666666668,4.2933333333333366,5.566666666666677,False,1.2733333333333405,0.505,0.48729999999999996,0.4966333333333333,0.01770000000000005,0.008366666666666689,True,0.00933333333333336,0.549,0.5270333333333334,0.5346666666666666,0.02196666666666669,0.01433333333333342,True,0.00763333333333327
2012-13,2013-14,Miami Heat,22.1,19.96666666666666,21.536666666666665,2.13333333333334,0.5633333333333361,True,1.5700000000000038,91.26,92.94400000000002,94.79933333333334,1.6840000000000117,3.5393333333333317,False,1.85533333333332,111.4,104.76000000000002,105.68333333333335,6.639999999999986,5.716666666666654,True,0.923333333333332,103.2,104.76666666666668,105.69,1.566666666666677,2.489999999999995,False,0.9233333333333178,0.552,0.4966333333333333,0.5012666666666666,0.05536666666666673,0.05073333333333341,True,0.004633333333333323,0.588,0.5346666666666666,0.5409999999999999,0.053333333333333344,0.04700000000000004,True,0.006333333333333302
2013-14,2015-16,San Antonio Spurs,21.4,21.536666666666665,24.08333333333333,0.13666666666666671,2.68333333333333,False,2.5466666666666633,95.87,94.79933333333334,96.54066666666664,1.0706666666666678,0.6706666666666337,True,1.7413333333333014,109.5,105.68333333333335,105.56000000000002,3.8166666666666487,3.9399999999999835,False,-0.12333333333333485,101.4,105.69,105.53666666666666,4.289999999999992,4.136666666666656,True,-0.15333333333333599,0.537,0.5012666666666666,0.5025,0.035733333333333395,0.034500000000000086,True,0.0012333333333333085,0.571,0.5409999999999999,0.5413,0.030000000000000027,0.02969999999999995,True,0.000300000000000078
2015-16,2016-17,Cleveland Cavaliers,29.6,24.08333333333333,27.003333333333334,5.516666666666673,2.5966666666666676,True,2.9200000000000053,93.82,96.54066666666664,96.962,2.720666666666645,3.14200000000001,False,0.4213333333333651,110.2,105.56000000000002,108.15666666666668,4.639999999999986,2.0433333333333223,True,2.596666666666664,103.9,105.53666666666666,108.14333333333335,1.636666666666656,4.243333333333339,False,2.6066666666666833,0.524,0.5025,0.5138333333333334,0.021500000000000075,0.010166666666666657,True,0.011333333333333417,0.558,0.5413,0.5524,0.016700000000000048,0.005600000000000049,True,0.011099999999999999
2016-17,2017-18,Golden State Warriors,31.2,27.003333333333334,28.996666666666666,4.196666666666665,2.203333333333333,True,1.9933333333333323,100.37,96.962,98.02866666666667,3.4080000000000013,2.3413333333333384,True,1.0666666666666629,114.8,108.15666666666668,107.83999999999999,6.643333333333317,6.960000000000008,False,-0.3166666666666913,103.4,108.14333333333335,107.83999999999999,4.743333333333339,4.4399999999999835,True,-0.3033333333333559,0.563,0.5138333333333334,0.5212666666666667,0.04916666666666658,0.04173333333333329,True,0.007433333333333292,0.597,0.5524,0.5561999999999999,0.04459999999999997,0.04080000000000006,True,0.0037999999999999146
2017-18,2018-19,Golden State Warriors,28.9,28.996666666666666,32.00666666666667,0.09666666666666757,3.106666666666669,False,3.0100000000000016,100.35,98.02866666666667,100.66033333333336,2.321333333333328,0.3103333333333609,True,2.631666666666689,112.8,107.83999999999999,109.71999999999998,4.960000000000008,3.0800000000000125,True,1.8799999999999955,106.8,107.83999999999999,109.73000000000002,1.039999999999992,2.930000000000021,False,1.890000000000029,0.569,0.5212666666666667,0.5241666666666667,0.047733333333333294,0.04483333333333328,True,0.0029000000000000137,0.603,0.5561999999999999,0.5595666666666667,0.046800000000000064,0.043433333333333324,True,0.00336666666666674
2018-19,2019-20,Toronto Raptors,33.8,32.00666666666667,34.10333333333334,1.7933333333333294,0.30333333333334167,True,2.096666666666671,100.51,100.66033333333336,100.79466666666667,0.15033333333335008,0.2846666666666664,False,0.13433333333331632,112.6,109.71999999999998,109.98333333333333,2.8800000000000097,2.61666666666666,True,0.26333333333334963,106.8,109.73000000000002,110.15333333333334,2.930000000000021,3.353333333333339,False,0.4233333333333178,0.543,0.5241666666666667,0.5283333333333333,0.01883333333333337,0.014666666666666717,True,0.004166666666666652,0.579,0.5595666666666667,0.5642666666666667,0.019433333333333302,0.014733333333333265,True,0.0047000000000000375
2019-20,2020-21,Los Angeles Lakers,31.6,34.10333333333334,34.63666666666666,2.5033333333333374,3.0366666666666617,False,0.5333333333333243,101.2,100.79466666666667,99.75,0.4053333333333313,1.4500000000000028,False,-1.0446666666666715,111.7,109.98333333333333,111.71333333333332,1.7166666666666686,0.013333333333321207,True,1.7299999999999898,106.1,110.15333333333334,111.69666666666669,4.053333333333342,5.596666666666692,False,1.5433333333333508,0.542,0.5283333333333333,0.5379333333333334,0.013666666666666716,0.004066666666666663,True,0.009600000000000053,0.573,0.5642666666666667,0.5718,0.00873333333333326,0.0011999999999999789,True,0.007533333333333281
2020-21,2021-22,Milwaukee Bucks,37.1,34.63666666666666,35.17999999999999,2.4633333333333383,1.9200000000000088,True,0.5433333333333294,102.85,99.75,98.75433333333335,3.0999999999999943,4.095666666666645,False,-0.9956666666666507,116.5,111.71333333333332,111.38333333333331,4.786666666666676,5.1166666666666885,False,-0.3300000000000125,110.7,111.69666666666669,111.36,0.9966666666666839,0.6599999999999966,True,-0.3366666666666873,0.566,0.5379333333333334,0.5317333333333333,0.028066666666666573,0.03426666666666667,False,-0.006200000000000094,0.593,0.5718,0.5661666666666666,0.021199999999999997,0.026833333333333376,False,-0.005633333333333379
2021-22,2022-23,Golden State Warriors,39.4,35.17999999999999,34.20666666666667,4.220000000000006,5.193333333333328,False,-0.9733333333333221,98.74,98.75433333333335,99.79166666666666,0.014333333333354403,1.0516666666666623,False,1.037333333333308,112.1,111.38333333333331,114.07666666666665,0.7166666666666828,1.9766666666666595,False,2.6933333333333422,106.6,111.36,114.07,4.760000000000005,7.469999999999999,False,2.7099999999999937,0.552,0.5317333333333333,0.5454666666666665,0.020266666666666766,0.006533333333333502,True,0.013733333333333264,0.582,0.5661666666666666,0.5815,0.015833333333333366,0.0004999999999999449,True,0.015333333333333421
2022-23,2023-24,Denver Nuggets,31.2,34.20666666666667,35.10666666666667,3.0066666666666713,3.90666666666667,False,0.8999999999999986,98.74,99.79166666666666,99.14966666666668,1.0516666666666623,0.4096666666666806,True,-0.6419999999999817,116.8,114.07666666666665,114.54666666666667,2.7233333333333434,2.2533333333333303,True,0.4700000000000131,113.5,114.07,114.51666666666667,0.5699999999999932,1.0166666666666657,False,0.44666666666667254,0.573,0.5454666666666665,0.5465,0.02753333333333341,0.026499999999999968,True,0.0010333333333334416,0.601,0.5815,0.5799666666666667,0.019499999999999962,0.021033333333333237,False,-0.0015333333333332755
2023-24,2024-25,Boston Celtics,42.5,35.10666666666667,37.58333333333333,7.393333333333331,4.916666666666671,True,2.4766666666666595,97.98,99.14966666666668,99.57966666666667,1.1696666666666715,1.5996666666666641,False,0.4299999999999926,122.2,114.54666666666667,113.68,7.653333333333336,8.519999999999996,False,-0.86666666666666,110.6,114.51666666666667,113.68333333333334,3.9166666666666714,3.083333333333343,True,-0.8333333333333286,0.578,0.5465,0.5430333333333334,0.03149999999999997,0.03496666666666659,False,-0.003466666666666618,0.609,0.5799666666666667,0.5762,0.029033333333333244,0.03279999999999994,False,-0.003766666666666696
